PMID	DOI	Title	PMCID
34462320	10.26508/lsa.202101034	High levels of TFAM repress mammalian mitochondrial DNA transcription in vivo : 	PMC8408345
34489474	10.1038/s41467-021-25570-y	Structure of the native pyruvate dehydrogenase complex reveals the mechanism of substrate insertion : 	PMC8421416
34263000	10.21769/BioProtoc.4057	Protein Import Assay into Mitochondria Isolated from Human Cells : 	PMC8260258
33549681	10.1016/j.yjmcc.2021.01.010	Phosphoproteomics of the developing heart identifies PERM1 - An outer mitochondrial membrane protein : 	
34715039	10.1016/j.cmet.2021.10.004	Mitochondrial metabolism coordinates stage-specific repair processes in macrophages during wound healing : 	
34873283	10.1038/s41556-021-00798-4	MIROs and DRP1 drive mitochondrial-derived vesicle biogenesis and promote quality control : 	
34256921	10.1016/j.cub.2021.05.065	Mechanometabolism: Mitochondria promote resilience under pressure : 	
34386501	10.3389/fcell.2021.720490	Metabolism and Innate Immunity Meet at the Mitochondria : 	PMC8353256
34771503	10.3390/cancers13215338	IL-17B/RB Activation in Pancreatic Stellate Cells Promotes Pancreatic Cancer Metabolism and Growth : 	PMC8611647
34014035	10.15252/emmm.202013579	High-throughput screening identifies suppressors of mitochondrial fragmentation in OPA1 fibroblasts : 	PMC8185549
33596095	10.1091/mbc.E20-11-0748	The ER protein Ema19 facilitates the degradation of non-imported mitochondrial precursor proteins : 	PMC8108515
33497623	10.1016/j.jbc.2021.100335	Disturbed intramitochondrial phosphatidic acid transport impairs cellular stress signaling : 	PMC7949116
34969438	10.7554/eLife.68213	Defining the interactome of the human mitochondrial ribosome identifies SMIM4 and TMEM223 as respiratory chain assembly factors : 	PMC8719881
33940038	10.1016/j.bbabio.2021.148444	ComplexFinder: A software package for the analysis of native protein complex fractionation experiments : 	
30190478	10.1038/s41467-018-06051-1	Nucleolar fibrillarin is an evolutionarily conserved regulator of bacterial pathogen resistance : 	PMC6127302
29779866	10.1016/j.tcb.2018.03.007	Nucleolar Function in Lifespan Regulation : 	
31770722	10.18632/aging.102487	Latest advances in aging research and drug discovery : 	PMC6914421
34433853	10.1038/s41598-021-96383-8	Sperm cryopreservation and in vitro fertilization techniques for the African turquoise killifish Nothobranchius furzeri : 	PMC8387425
34108489	10.1038/s41467-021-23856-9	Regulation of the one carbon folate cycle as a shared metabolic signature of longevity : 	PMC8190293
33627403	10.1073/pnas.2018342118	Mitochondrial hydrogen sulfide supplementation improves health in the C. elegans Duchenne muscular dystrophy model : 	PMC7936346
34311841	10.7554/eLife.66768	miR-1 coordinately regulates lysosomal v-ATPase and biogenesis to impact proteotoxicity and muscle function during aging : 	PMC8315803
34476522	10.1007/s00216-021-03628-6	Mass spectrometric characterization of cyclic dinucleotides (CDNs) in vivo : 	PMC8412381
34411806	10.1016/j.mib.2021.07.014	Contact and competition between mitochondria and microbes : 	
33099782	10.1002/jimd.12324	Current progress with mammalian models of mitochondrial DNA disease : 	
34106350	10.1007/s11306-021-01806-2	Differential insulin sensitivity of NMR-based metabolomic measures in a two-step hyperinsulinemic euglycemic clamp study : 	PMC8190027
33738480	10.1093/bfgp/elab010	Epigenetic alterations in stem cell ageing-a promising target for age-reversing interventions? : 	PMC8789308
32989265	10.1038/s41576-020-00284-x	Extreme heterogeneity of human mitochondrial DNA from organelles to populations : 	
34112956	10.1038/s41375-021-01314-1	Gene expression-based outcome prediction in advanced stage classical Hodgkin lymphoma treated with BEACOPP : 	PMC8632672
33517400	10.1093/hmg/ddab023	Genome-Wide Association Study of Circulating Interleukin 6 Levels Identifies Novel Loci : 	PMC8098112
34782889	10.15698/cst2021.11.259	GRASPing the unconventional secretory machinery to bridge cellular stress signaling to the extracellular proteome : 	PMC8561302
34050161	10.1038/s41467-021-23386-4	High proliferation and delamination during skin epidermal stratification : 	PMC8163813
33230770	10.1007/978-1-0716-0834-0_10	High-Throughput Detection of mtDNA Mutations Leading to tRNA Processing Errors : 	
34727949	10.1186/s12916-021-02130-1	Higher thyrotropin leads to unfavorable lipid profile and somewhat higher cardiovascular disease risk: evidence from multi-cohort Mendelian randomization and metabolomic profiling : 	PMC8565073
34785778	10.1038/s41388-021-02113-9	Histone N-terminal acetyltransferase NAA40 links one-carbon metabolism to chemoresistance : 	PMC8782725
33283228	10.1093/nar/gkaa1131	Human GTPBP5 is involved in the late stage of mitoribosome large subunit assembly : 	PMC7797037
33917098	10.3390/ijms22083827	Human Mitoribosome Biogenesis and Its Emerging Links to Disease : 	PMC8067846
34546337	10.1084/jem.20210846	Implication of folate deficiency in CYP2U1 loss of function : 	PMC8480666
33910005	10.1016/j.celrep.2021.109024	Inhibition of mitochondrial translation suppresses glioblastoma stem cell growth : 	PMC8097689
33731105	10.1186/s12916-021-01939-0	Investigating the relationships between unfavourable habitual sleep and metabolomic traits: evidence from multi-cohort multivariable regression and Mendelian randomization analyses : 	PMC7971964
34239102	10.1038/s41592-021-01197-1	Mass spectrometry-based metabolomics: a guide for annotation, quantification and best reporting practices : 	PMC8592384
34230464	10.1038/s41467-021-24395-z	Large-scale characterization of sex pheromone communication systems in Drosophila : 	PMC8260797
34133077	10.15252/emmm.202114150	Long-lived macrophage reprogramming drives spike protein-mediated inflammasome activation in COVID-19 : 	PMC8350892
33942721	10.7554/eLife.63033	Metabolic biomarker profiling for identification of susceptibility to severe pneumonia and COVID-19 in the general population : 	PMC8172246
33629755	10.1002/bies.202000273	Metabolism and chromatin: A dynamic duo that regulates development and ageing: Elucidating the metabolism-chromatin axis in bone-marrow mesenchymal stem cell fate decisions : 	
34878831	10.1126/sciadv.abi5657	Mitochondrial DNA heteroplasmy is modulated during oocyte development propagating mutation transmission : 	PMC8654302
34050192	10.1038/s41467-021-23561-7	Mitochondrial targeted meganuclease as a platform to eliminate mutant mtDNA in vivo : 	PMC8163834
33230774	10.1007/978-1-0716-0834-0_14	Mitoribosome Profiling from Human Cell Culture: A High Resolution View of Mitochondrial Translation : 	
34314697	10.1016/j.devcel.2021.07.001	Move it to lose it: Mitocytosis expels damaged mitochondria : 	
34214188	10.1111/jmi.13041	QUAREP-LiMi: A community-driven initiative to establish guidelines for quality assessment and reproducibility for instruments and images in light microscopy : 	PMC10388377
34026839	10.3389/fmolb.2021.668821	New Faces of old Friends: Emerging new Roles of RNA-Binding Proteins in the DNA Double-Strand Break Response : 	PMC8138124
34409714	10.15252/embr.202152435	Nhp2 is a reader of H2AQ105me and part of a network integrating metabolism with rRNA synthesis : 	PMC8490984
34448454	10.7554/eLife.53174	NHR-8 and P-glycoproteins uncouple xenobiotic resistance from longevity in chemosensory C. elegans mutants : 	PMC8460253
33608280	10.1126/sciadv.abf0717	The one-carbon pool controls mitochondrial energy metabolism via complex I and iron-sulfur clusters : 	PMC7895438
	10.1101/2021.06.23.449596	P2Y6 receptor signaling in natural killer cells impairs insulin sensitivity in obesity : 	
35146440	10.1038/s43587-021-00112-9	Perspective: Modulating the integrated stress response to slow aging and ameliorate age-related pathology : 	PMC7612338
33846315	10.1038/s41467-021-22320-y	Protein kinase A controls the hexosamine pathway by tuning the feedback inhibition of GFAT-1 : 	PMC8041777
36129767	10.1101/2021.10.08.463630	The [PSI+] prion and HSP104 modulate cytochrome c oxidase deficiency caused by deletion of COX12 : 	PMC9727813
36129767	10.1101/2021.10.08.463630	The [PSI+] prion and HSP104 modulate cytochrome c oxidase deficiency caused by deletion of COX12 : 	PMC9727813
33230767	10.1007/978-1-0716-0834-0_7	Quantitative Proteomics in Drosophila with Holidic Stable-Isotope Labeling of Amino Acids in Fruit Flies (SILAF) : 	
34021279	10.1038/s41592-021-01162-y	QUAREP-LiMi: a community endeavor to advance quality assessment and reproducibility in light microscopy : 	PMC9443067
34420674	10.1016/j.jid.2021.02.011	The RATIOnal Role of Polyamines in Epidermal Differentiation : 	
33942714	10.7554/eLife.58741	Reduced purine biosynthesis in humans after their divergence from Neandertals : 	PMC8133780
33605536	10.1002/1878-0261.12929	Regulation of MRE11A by UBQLN4 leads to cisplatin resistance in patients with esophageal squamous cell carcinoma : 	PMC8024730
34350963	10.1242/jcs.259051	The RNA-binding protein Puf5 contributes to buffering of mRNA upon chromatin-mediated changes in nascent transcription : 	PMC8353526
34155207	10.1038/s41467-021-24007-w	SARS-CoV-2-mediated dysregulation of metabolism and autophagy uncovers host-targeting antivirals : 	PMC8217552
	10.1101/2021.12.14.472593	Single-cell resolution unravels spatial alterations in metabolism, transcriptome and epigenome of ageing liver : 	
33640490	10.1016/j.mcpro.2021.100065	Stable Isotope Labeling of Amino Acids in Flies (SILAF) Reveals Differential Phosphorylation of Mitochondrial Proteins Upon Loss of OXPHOS Subunits : 	PMC8050774
33420981	10.1007/978-1-0716-1186-9_2	Step-by-Step Sample Preparation of Proteins for Mass Spectrometric Analysis : 	
33965870	10.1016/j.ebiom.2021.103364	Targeting multimorbidity: Using healthspan and lifespan to identify biomarkers of ageing that pinpoint shared disease mechanisms : 	PMC8114127
33806786	10.3390/ijms22063251	Untargeted In Silico Compound Classification-A Novel Metabolomics Method to Assess the Chemodiversity in Bryophytes : 	PMC8005083
32518403	10.1038/s41587-020-0469-4	Benchmarking single-cell RNA-sequencing protocols for cell atlas projects : 	
27040755	10.1002/jemt.22648	Advanced light microscopy core facilities: Balancing service, science and career : 	PMC5071710
27040755	10.1002/jemt.22648	Advanced light microscopy core facilities: Balancing service, science and career : 	PMC5071710
30445039	10.1016/j.cell.2018.10.015	Food Perception Primes Hepatic ER Homeostasis via Melanocortin-Dependent Control of mTOR Activation : 	PMC6541012
30445039	10.1016/j.cell.2018.10.015	Food Perception Primes Hepatic ER Homeostasis via Melanocortin-Dependent Control of mTOR Activation : 	PMC6541012
29790106	10.1007/s11481-018-9789-2	Imaging Reporter Strategy to Monitor Gene Activation of Microglia Polarisation States under Stimulation : 	PMC6096558
30257210	10.1016/j.celrep.2018.08.092	Interplay of Histone Marks with Serine ADP-Ribosylation : 	PMC6172693
29708537	10.3791/57073	A Protocol for Laboratory Housing of Turquoise Killifish (Nothobranchius furzeri) : 	PMC5933446
30275332	10.1073/pnas.1814759115	Membrane tethering by the autophagy ATG2A-WIPI4 complex : 	PMC6196487
29397034	10.1002/1873-3468.12996	Lipid droplet-mediated lipid and protein homeostasis in budding yeast : 	PMC5947121
29397034	10.1002/1873-3468.12996	Lipid droplet-mediated lipid and protein homeostasis in budding yeast : 	PMC5947121
29519802	10.1083/jcb.201801168	Autophagy balances mtDNA synthesis and degradation by DNA polymerase POLG during starvation : 	PMC5940314
29297744	10.1080/15548627.2017.1422850	TGFB1 is secreted through an unconventional pathway dependent on the autophagic machinery and cytoskeletal regulators : 	PMC5915026
29297744	10.1080/15548627.2017.1422850	TGFB1 is secreted through an unconventional pathway dependent on the autophagic machinery and cytoskeletal regulators : 	PMC5915026
30420558	10.15252/embj.201899576	Lipin1 deficiency causes sarcoplasmic reticulum stress and chaperone-responsive myopathy : 	PMC6315296
30420558	10.15252/embj.201899576	Lipin1 deficiency causes sarcoplasmic reticulum stress and chaperone-responsive myopathy : 	PMC6315296
29301859	10.15252/embj.201797909	PARL partitions the lipid transfer protein STARD7 between the cytosol and mitochondria : 	PMC5813258
29301859	10.15252/embj.201797909	PARL partitions the lipid transfer protein STARD7 between the cytosol and mitochondria : 	PMC5813258
28712724	10.1016/j.molcel.2017.06.013	Acylglycerol Kinase Mutated in Sengers Syndrome Is a Subunit of the TIM22 Protein Translocase in Mitochondria : 	
28712724	10.1016/j.molcel.2017.06.013	Acylglycerol Kinase Mutated in Sengers Syndrome Is a Subunit of the TIM22 Protein Translocase in Mitochondria : 	
28320740	10.15252/embj.201796837	Non-canonical aging model systems and why we need them : 	PMC5391153
28683285	10.1016/j.cmet.2017.05.018	IL-6/Stat3-Dependent Induction of a Distinct, Obesity-Associated NK Cell Subpopulation Deteriorates Energy and Glucose Homeostasis : 	
28826469	10.7554/eLife.27014	Regulation of life span by the gut microbiota in the short-lived African turquoise killifish : 	PMC5566455
29324300	10.1016/j.psyneuen.2017.12.023	Hippocampal insulin resistance links maternal obesity with impaired neuronal plasticity in adult offspring : 	
28829945	10.1016/j.devcel.2017.07.019	CycD/Cdk4 and Discontinuities in Dpp Signaling Activate TORC1 in the Drosophila Wing Disc : 	
28829945	10.1016/j.devcel.2017.07.019	CycD/Cdk4 and Discontinuities in Dpp Signaling Activate TORC1 in the Drosophila Wing Disc : 	
28400537	10.1126/scisignal.aaf8165	YAP-mediated mechanotransduction determines the podocyte's response to damage : 	
28964875	10.1016/j.bbadis.2017.09.016	Drosophila as a model for ageing : 	
28126919	10.1093/nar/gkw1350	Bayesian prediction of RNA translation from ribosome profiling : 	PMC5389577
28094012	10.1016/j.cmet.2016.09.017	Mammalian Mitochondria and Aging: An Update : 	
28768180	10.1016/j.cmet.2017.07.003	Increased Total mtDNA Copy Number Cures Male Infertility Despite Unaltered mtDNA Mutation Load : 	
28075486	10.1002/cphg.33	Highly Expandable Human iPS Cell-Derived Neural Progenitor Cells (NPC) and Neurons for Central Nervous System Disease Modeling and High-Throughput Screening : 	PMC5293008
28328323	10.1177/2472555217690326	An Adaptable High-Throughput Technology Enabling the Identification of Specific Transcription Modulators : 	
